Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Location,Type
d6a3de69-30f,sneha_540@okhdfc,shop_b_179@ybl,685.92,01-01-2024 19:47,Bangalore,Normal
ffeb07be-cfd,amit_531@ybl,sneha_376@paytm,1378.54,01-01-2024 13:48,Bangalore,Normal
8530dabe-2ff,vikram_174@okhdfc,shop_a_436@okhdfc,847.05,01-01-2024 12:28,Pune,Normal
3b6637f9-b1a,pooja_997@ybl,shop_b_612@okhdfc,1563.93,01-01-2024 16:12,Delhi,Normal
1e24b2a1-b6d,vikram_976@paytm,amit_175@paytm,815.67,01-01-2024 12:11,Delhi,Normal
b3f9f627-c12,arjun_133@oksbi,sneha_512@okhdfc,1039.37,01-01-2024 18:18,Delhi,Normal
c9ac8a1a-cb9,rahul_172@oksbi,pooja_368@oksbi,595.37,01-01-2024 14:05,Pune,Normal
7abe6db9-82f,amit_876@okhdfc,amit_133@okhdfc,1199.47,01-01-2024 14:18,Mumbai,Normal
5832ab7e-561,sneha_775@oksbi,shop_b_575@paytm,1089.63,01-01-2024 11:46,Mumbai,Normal
ec851ccc-e50,shop_b_713@okhdfc,arjun_960@oksbi,1366.76,01-01-2024 11:30,Pune,Normal
43e8c407-0c6,sneha_299@ybl,shop_b_431@oksbi,10.07,01-01-2024 19:16,Bangalore,Normal
2315c17f-e54,shop_b_722@ybl,shop_b_668@okhdfc,1067.84,01-01-2024 17:09,Bangalore,Normal
6eec7b07-d4b,amit_790@okhdfc,arjun_780@ybl,761.19,01-01-2024 17:52,Pune,Normal
0c1bc113-e73,sneha_200@paytm,rahul_405@ybl,1753.6,01-01-2024 18:02,Mumbai,Normal
8a569f9b-672,sneha_658@ybl,pooja_252@oksbi,1291.99,01-01-2024 17:52,Mumbai,Normal
212884dd-d28,amit_529@oksbi,priya_543@okhdfc,1568.95,01-01-2024 14:10,Bangalore,Normal
45df0d35-93a,shop_b_252@paytm,priya_141@paytm,180.24,01-01-2024 11:41,Mumbai,Normal
79f84feb-115,sneha_913@ybl,priya_895@oksbi,1162.16,01-01-2024 14:16,Pune,Normal
318e0dd0-0b9,shop_a_967@ybl,shop_a_892@oksbi,1106.51,01-01-2024 14:56,Pune,Normal
c21ccb5a-437,vikram_176@okhdfc,priya_362@paytm,471.27,01-01-2024 11:03,Pune,Normal
e6601cd9-d87,shop_a_283@oksbi,amit_779@oksbi,1797.7,01-01-2024 15:47,Mumbai,Normal
c9211abe-945,vikram_891@oksbi,amit_773@ybl,1364.3,01-01-2024 18:37,Bangalore,Normal
80646be6-c95,pooja_644@okhdfc,pooja_656@okhdfc,1641.81,01-01-2024 11:54,Delhi,Normal
a05d2c0b-24a,priya_871@okhdfc,vikram_102@paytm,768.84,01-01-2024 10:02,Mumbai,Normal
a2535c91-bf3,shop_b_294@oksbi,rahul_724@paytm,858.62,01-01-2024 11:41,Bangalore,Normal
4bab5302-8f0,priya_681@ybl,arjun_148@okhdfc,785.94,01-01-2024 18:35,Mumbai,Normal
01926749-b6a,pooja_675@ybl,vikram_827@okhdfc,919.6,01-01-2024 11:15,Delhi,Normal
22b4c8e3-f58,vikram_523@okhdfc,pooja_156@paytm,1688.1,01-01-2024 17:19,Mumbai,Normal
582f361b-a2f,vikram_801@paytm,amit_314@ybl,1935.81,01-01-2024 12:24,Delhi,Normal
262741b7-2ac,sneha_694@oksbi,pooja_577@oksbi,553.34,01-01-2024 18:32,Pune,Normal
04363411-48d,amit_400@ybl,shop_b_211@oksbi,11.13,01-01-2024 16:30,Bangalore,Normal
40b6c745-437,sneha_248@okhdfc,pooja_674@oksbi,733.43,01-01-2024 11:34,Bangalore,Normal
e17ee970-32d,arjun_998@ybl,amit_441@ybl,413.51,01-01-2024 19:38,Mumbai,Normal
9236875d-f75,priya_709@paytm,sneha_168@oksbi,1219.15,01-01-2024 10:08,Pune,Normal
abbde780-14e,sneha_725@paytm,pooja_727@ybl,390.56,01-01-2024 16:26,Delhi,Normal
80137ccc-ce7,vikram_398@ybl,sneha_550@okhdfc,126.13,01-01-2024 16:53,Delhi,Normal
feab0447-686,amit_714@ybl,shop_b_499@ybl,851.92,01-01-2024 15:14,Delhi,Normal
4fb17077-dab,arjun_409@oksbi,amit_988@paytm,862.34,01-01-2024 12:36,Pune,Normal
22f3c62c-0b0,vikram_787@ybl,shop_b_102@okhdfc,1491.18,01-01-2024 11:47,Mumbai,Normal
a67224dc-5de,priya_585@okhdfc,sneha_121@oksbi,569.61,01-01-2024 16:25,Delhi,Normal
03c4cfd0-0b4,rahul_939@paytm,amit_782@okhdfc,1550.17,01-01-2024 18:12,Bangalore,Normal
8eedbd58-534,vikram_973@ybl,rahul_324@paytm,454.29,01-01-2024 12:47,Mumbai,Normal
0b07168f-ac5,arjun_135@ybl,pooja_677@paytm,1197.38,01-01-2024 14:56,Mumbai,Normal
f4c51add-0a6,pooja_343@paytm,sneha_111@ybl,1151.17,01-01-2024 13:29,Mumbai,Normal
cb93d1f5-c6c,pooja_150@paytm,shop_a_906@ybl,1102.66,01-01-2024 17:11,Delhi,Normal
7b1f8e97-e8b,shop_a_395@paytm,shop_b_179@okhdfc,1475.53,01-01-2024 11:10,Pune,Normal
8c0adf25-4bb,shop_a_712@paytm,sneha_624@okhdfc,446.8,01-01-2024 12:23,Pune,Normal
dc79ae2b-fba,sneha_419@oksbi,rahul_330@ybl,365.9,01-01-2024 18:59,Bangalore,Normal
39999737-63f,arjun_927@ybl,shop_b_961@ybl,944.62,01-01-2024 17:12,Mumbai,Normal
d62b9f23-6e6,vikram_879@okhdfc,sneha_841@okhdfc,851.83,01-01-2024 12:38,Bangalore,Normal
92673e25-680,shop_b_144@paytm,shop_a_936@ybl,98.58,01-01-2024 17:37,Delhi,Normal
c56823c4-a55,arjun_172@paytm,amit_295@okhdfc,1905.92,01-01-2024 12:34,Delhi,Normal
bddacf56-fa8,amit_120@oksbi,shop_a_210@ybl,1541.07,01-01-2024 10:45,Pune,Normal
1edc9c23-a0b,amit_559@oksbi,shop_b_312@ybl,1482.32,01-01-2024 15:19,Pune,Normal
d209ae57-163,vikram_495@oksbi,rahul_457@oksbi,1204.6,01-01-2024 12:52,Pune,Normal
57ad4a4e-b2d,sneha_755@oksbi,pooja_898@ybl,261.48,01-01-2024 17:46,Bangalore,Normal
fd85b5ce-634,amit_583@okhdfc,vikram_898@ybl,478.26,01-01-2024 14:38,Pune,Normal
61c43b72-86c,shop_a_653@paytm,amit_674@paytm,1322.74,01-01-2024 11:43,Delhi,Normal
0b88480b-c4a,rahul_646@paytm,rahul_227@paytm,1683.63,01-01-2024 10:05,Pune,Normal
d947cba9-25c,shop_a_140@okhdfc,sneha_912@oksbi,1738.17,01-01-2024 19:40,Bangalore,Normal
718d5836-77b,shop_b_885@okhdfc,vikram_636@okhdfc,1681.74,01-01-2024 15:34,Bangalore,Normal
1d1870e0-f71,pooja_860@oksbi,arjun_837@paytm,776.1,01-01-2024 19:13,Bangalore,Normal
bb68f007-048,priya_358@okhdfc,vikram_606@oksbi,1628.86,01-01-2024 17:39,Mumbai,Normal
d538cd33-20e,shop_a_752@okhdfc,rahul_535@okhdfc,888.43,01-01-2024 16:00,Mumbai,Normal
5c2bfb22-e1f,shop_b_900@okhdfc,rahul_933@okhdfc,1491.64,01-01-2024 16:40,Bangalore,Normal
00cf9038-9fd,shop_b_336@oksbi,priya_591@paytm,333.13,01-01-2024 15:03,Mumbai,Normal
bf87f90a-23f,shop_b_516@ybl,vikram_726@paytm,831.48,01-01-2024 12:24,Delhi,Normal
b951a09c-504,shop_a_266@okhdfc,rahul_451@okhdfc,719.83,01-01-2024 18:44,Delhi,Normal
3b046a61-64d,pooja_284@oksbi,sneha_441@paytm,1990.24,01-01-2024 17:04,Delhi,Normal
d68a5f19-249,priya_956@oksbi,arjun_974@ybl,262.86,01-01-2024 12:49,Pune,Normal
5b81e966-b40,shop_a_941@okhdfc,pooja_782@oksbi,1998.48,01-01-2024 11:57,Bangalore,Normal
558cc15d-563,sneha_625@ybl,sneha_663@ybl,778.43,01-01-2024 11:34,Mumbai,Normal
8bf21558-580,sneha_749@oksbi,rahul_867@okhdfc,1042.67,01-01-2024 16:14,Mumbai,Normal
144babd1-05a,shop_a_716@ybl,pooja_288@paytm,548.88,01-01-2024 11:17,Pune,Normal
b3e5261e-0db,arjun_864@ybl,shop_a_372@okhdfc,100.83,01-01-2024 13:17,Bangalore,Normal
5bedf521-acf,arjun_438@ybl,pooja_679@okhdfc,1979.67,01-01-2024 19:17,Mumbai,Normal
e835001d-2ef,shop_a_850@okhdfc,sneha_762@oksbi,1042.18,01-01-2024 17:15,Delhi,Normal
F2,FAST_THIEF@oksbi,Shop_2@ybl,5000,01-01-2024 10:05,Mumbai,Scam_Loc
cdbc2dc5-5ae,priya_886@oksbi,priya_575@oksbi,1972.85,01-01-2024 10:37,Bangalore,Normal
5a1f3a55-835,shop_a_528@okhdfc,vikram_595@okhdfc,1488.55,01-01-2024 11:12,Mumbai,Normal
2a6177af-3e4,pooja_117@okhdfc,sneha_148@oksbi,1484.27,01-01-2024 14:34,Pune,Normal
533c10b3-a79,vikram_243@okhdfc,rahul_848@paytm,1890.67,01-01-2024 18:35,Bangalore,Normal
70c0a6be-6e1,priya_959@ybl,shop_b_432@oksbi,726.52,01-01-2024 16:25,Pune,Normal
d4d6895d-712,rahul_612@okhdfc,shop_a_467@oksbi,1921.77,01-01-2024 13:29,Delhi,Normal
e119abea-c71,shop_a_722@okhdfc,pooja_441@oksbi,1008.68,01-01-2024 13:31,Bangalore,Normal
4309fd84-9b9,sneha_156@paytm,vikram_285@paytm,1492.17,01-01-2024 12:56,Delhi,Normal
65213fb6-bc1,priya_652@oksbi,sneha_230@oksbi,1868.94,01-01-2024 12:30,Bangalore,Normal
7bcbdc5a-9f3,vikram_136@ybl,arjun_437@ybl,59.82,01-01-2024 16:56,Mumbai,Normal
ab3ea150-b04,arjun_285@paytm,rahul_732@oksbi,263.47,01-01-2024 17:23,Mumbai,Normal
69c805a0-29a,sneha_249@paytm,arjun_399@okhdfc,1364.5,01-01-2024 11:50,Mumbai,Normal
209eedc5-3ce,arjun_649@okhdfc,sneha_286@oksbi,843.8,01-01-2024 17:39,Pune,Normal
d1955ab8-9ea,vikram_430@okhdfc,vikram_271@oksbi,1089.32,01-01-2024 13:07,Mumbai,Normal
6a79ea7e-e96,arjun_487@oksbi,arjun_881@oksbi,807.97,01-01-2024 16:18,Bangalore,Normal
51a4cbaf-097,amit_956@okhdfc,pooja_686@oksbi,1845.28,01-01-2024 12:22,Bangalore,Normal
c74ac314-bdb,arjun_835@okhdfc,shop_a_540@ybl,708.72,01-01-2024 18:47,Bangalore,Normal
43c86d67-194,shop_b_543@oksbi,arjun_445@ybl,1856.6,01-01-2024 16:25,Delhi,Normal
d14cf280-fac,sneha_950@ybl,shop_b_966@paytm,1472.55,01-01-2024 15:23,Mumbai,Normal
abc4c3b3-5bc,shop_a_921@ybl,pooja_118@okhdfc,1511.97,01-01-2024 11:00,Pune,Normal
80afd394-05e,shop_a_361@oksbi,shop_a_842@paytm,745.67,01-01-2024 11:26,Bangalore,Normal
11b733a9-ebc,priya_519@oksbi,arjun_146@ybl,151.26,01-01-2024 18:01,Bangalore,Normal
a06f5cb0-dfa,shop_a_644@paytm,priya_339@okhdfc,1180.06,01-01-2024 18:51,Bangalore,Normal
9676394f-1c8,rahul_175@okhdfc,shop_a_194@okhdfc,783.24,01-01-2024 13:34,Delhi,Normal
FRAUD_WEB_4604,pooja_528@oksbi,SCAMMER_MULE@ybl,500,01-01-2024 12:04,Mumbai,Scam_Mule
126eb19a-ea6,pooja_737@paytm,arjun_266@oksbi,142.65,01-01-2024 16:44,Mumbai,Normal
3e24f1d0-283,shop_b_163@ybl,priya_441@ybl,416.71,01-01-2024 11:54,Delhi,Normal
366e5038-94e,shop_a_959@paytm,vikram_889@okhdfc,1760.95,01-01-2024 14:43,Mumbai,Normal
a422d637-300,rahul_634@paytm,arjun_573@okhdfc,1785.78,01-01-2024 11:50,Pune,Normal
7b2b58e3-038,rahul_731@oksbi,vikram_615@oksbi,352.2,01-01-2024 13:55,Mumbai,Normal
3e7c270e-503,priya_735@okhdfc,sneha_416@ybl,1528.98,01-01-2024 16:32,Delhi,Normal
deb9b536-425,amit_829@oksbi,rahul_913@ybl,665.07,01-01-2024 16:35,Mumbai,Normal
2869dee3-8d1,shop_b_554@ybl,sneha_475@paytm,1402.45,01-01-2024 10:35,Mumbai,Normal
3f8d1380-046,vikram_309@paytm,priya_898@oksbi,804.32,01-01-2024 11:52,Bangalore,Normal
d5f68435-f31,rahul_245@ybl,rahul_785@ybl,381.41,01-01-2024 16:32,Pune,Normal
fcba2cdb-13c,priya_475@paytm,shop_b_819@ybl,1656.09,01-01-2024 12:27,Pune,Normal
155f048f-810,priya_357@oksbi,pooja_573@oksbi,567.32,01-01-2024 16:19,Pune,Normal
581801bc-0f6,sneha_930@oksbi,vikram_129@ybl,1804.98,01-01-2024 15:22,Bangalore,Normal
656de122-5ed,rahul_408@paytm,shop_a_539@oksbi,1709.21,01-01-2024 13:26,Delhi,Normal
271e74b0-bab,shop_b_568@ybl,vikram_570@oksbi,1082.71,01-01-2024 14:11,Delhi,Normal
be27bc06-5ba,priya_897@paytm,priya_673@oksbi,204.51,01-01-2024 19:41,Mumbai,Normal
06a650af-7bc,sneha_516@ybl,priya_876@ybl,1517.39,01-01-2024 19:37,Pune,Normal
fa925169-946,sneha_297@okhdfc,pooja_167@ybl,194.39,01-01-2024 11:45,Bangalore,Normal
c606c254-960,vikram_640@okhdfc,sneha_944@oksbi,1931.12,01-01-2024 10:46,Delhi,Normal
aadfeba3-ac8,arjun_579@okhdfc,priya_746@ybl,847.16,01-01-2024 10:24,Delhi,Normal
0872ff12-2ae,vikram_147@ybl,pooja_353@ybl,744.3,01-01-2024 13:23,Bangalore,Normal
4970eeb1-8d2,sneha_124@paytm,priya_824@oksbi,990.78,01-01-2024 12:52,Bangalore,Normal
313ac2f4-95d,arjun_681@ybl,sneha_925@ybl,859.82,01-01-2024 18:11,Mumbai,Normal
14ebdb33-976,sneha_783@paytm,rahul_196@ybl,35.09,01-01-2024 16:19,Bangalore,Normal
83f67a4b-3e4,shop_b_270@okhdfc,amit_889@paytm,1440.84,01-01-2024 17:21,Delhi,Normal
c1331523-9f9,priya_684@okhdfc,pooja_500@oksbi,145.03,01-01-2024 15:41,Delhi,Normal
110edbea-d48,shop_b_147@okhdfc,priya_602@okhdfc,312.77,01-01-2024 18:32,Delhi,Normal
43ae6350-ef5,arjun_575@oksbi,amit_368@okhdfc,112.53,01-01-2024 16:21,Mumbai,Normal
cc3a4b30-a33,priya_511@okhdfc,vikram_896@oksbi,1320.54,01-01-2024 16:30,Delhi,Normal
e7326ff2-415,shop_a_934@okhdfc,pooja_996@oksbi,787.73,01-01-2024 17:10,Delhi,Normal
dc32c74c-9d9,priya_106@okhdfc,shop_a_683@paytm,303.55,01-01-2024 13:08,Delhi,Normal
1204bd98-f8d,amit_611@ybl,rahul_192@okhdfc,196.89,01-01-2024 17:34,Bangalore,Normal
12d1f8e2-1a8,pooja_370@okhdfc,shop_a_942@okhdfc,928.32,01-01-2024 16:26,Pune,Normal
a5d65edf-92f,shop_a_515@ybl,rahul_615@paytm,1412.89,01-01-2024 16:48,Delhi,Normal
462736f4-20a,vikram_676@ybl,rahul_680@ybl,296.25,01-01-2024 13:17,Mumbai,Normal
4a6e2b23-77b,arjun_575@oksbi,rahul_863@okhdfc,317.25,01-01-2024 11:27,Mumbai,Normal
ba7ef86c-971,arjun_764@paytm,amit_664@paytm,565.12,01-01-2024 14:53,Delhi,Normal
2bf49f82-2c8,arjun_462@okhdfc,amit_411@oksbi,565.89,01-01-2024 13:23,Mumbai,Normal
b0ecebe5-9ef,rahul_315@paytm,amit_604@paytm,850.49,01-01-2024 15:30,Mumbai,Normal
c6ecf96b-c8f,vikram_557@okhdfc,shop_b_184@ybl,377.9,01-01-2024 11:09,Bangalore,Normal
4c75197a-aa4,sneha_715@paytm,amit_712@okhdfc,545.76,01-01-2024 17:06,Mumbai,Normal
f8500f5c-ee7,amit_354@okhdfc,sneha_880@ybl,1744.96,01-01-2024 13:21,Bangalore,Normal
346357dc-7a6,amit_514@paytm,shop_b_573@paytm,1234.06,01-01-2024 14:43,Pune,Normal
4c755c38-00b,amit_917@ybl,rahul_262@oksbi,1485.94,01-01-2024 19:47,Delhi,Normal
0ba6bc06-ab1,sneha_770@ybl,rahul_332@okhdfc,1885.85,01-01-2024 10:01,Delhi,Normal
f45154ae-0dc,sneha_525@oksbi,arjun_566@ybl,1728.86,01-01-2024 15:07,Pune,Normal
a3d3b520-e95,shop_b_832@ybl,arjun_869@oksbi,1823.88,01-01-2024 16:37,Pune,Normal
a59ad43b-eaa,shop_a_943@ybl,arjun_905@paytm,1332.77,01-01-2024 12:30,Pune,Normal
dbb2183c-06a,shop_a_269@oksbi,priya_157@paytm,230.28,01-01-2024 17:40,Pune,Normal
7ed130fe-c37,shop_a_841@ybl,priya_118@paytm,241.02,01-01-2024 15:03,Pune,Normal
74f35cfb-969,rahul_830@paytm,shop_a_326@paytm,1399.38,01-01-2024 19:14,Bangalore,Normal
660f6989-a79,priya_556@paytm,shop_b_231@oksbi,1199.93,01-01-2024 17:55,Pune,Normal
56fe510e-8a5,pooja_440@paytm,shop_a_357@ybl,1778.71,01-01-2024 12:10,Mumbai,Normal
9fae7edc-f16,rahul_312@oksbi,sneha_231@paytm,408.46,01-01-2024 13:52,Pune,Normal
172a0f13-d37,arjun_606@okhdfc,amit_450@ybl,1998.17,01-01-2024 19:07,Pune,Normal
898b2915-591,sneha_305@ybl,rahul_540@paytm,1594.4,01-01-2024 11:07,Pune,Normal
b12a3c0b-2a1,vikram_750@ybl,shop_b_512@okhdfc,951.07,01-01-2024 13:37,Mumbai,Normal
6c7545c0-687,amit_134@okhdfc,sneha_736@ybl,312.86,01-01-2024 13:22,Mumbai,Normal
33c72d5b-51b,amit_195@paytm,amit_398@paytm,1141.07,01-01-2024 18:11,Delhi,Normal
2e55b486-092,sneha_427@okhdfc,priya_767@paytm,174.78,01-01-2024 13:33,Mumbai,Normal
ba6a93a0-dbd,sneha_974@okhdfc,priya_431@oksbi,628.67,01-01-2024 17:38,Pune,Normal
312597c5-834,pooja_636@okhdfc,sneha_959@oksbi,382.28,01-01-2024 17:16,Bangalore,Normal
5015e8c8-b21,sneha_284@okhdfc,sneha_122@okhdfc,1130.25,01-01-2024 14:31,Delhi,Normal
f7ecdf04-e7a,sneha_157@oksbi,pooja_988@okhdfc,1536.12,01-01-2024 14:28,Delhi,Normal
af443e46-2cf,vikram_799@oksbi,arjun_950@okhdfc,593.67,01-01-2024 19:23,Pune,Normal
ef06904d-b1a,vikram_787@paytm,priya_369@paytm,30.75,01-01-2024 13:20,Bangalore,Normal
22959f84-c46,shop_b_275@paytm,amit_278@paytm,1047.72,01-01-2024 11:29,Delhi,Normal
21be6ed9-41a,rahul_520@ybl,sneha_479@okhdfc,14.74,01-01-2024 12:20,Delhi,Normal
817813e5-6b0,shop_b_629@ybl,pooja_481@paytm,946.72,01-01-2024 18:42,Bangalore,Normal
507634d0-100,sneha_358@paytm,pooja_276@ybl,1802.4,01-01-2024 16:18,Pune,Normal
041ed29a-4bf,vikram_161@oksbi,shop_b_502@okhdfc,203.98,01-01-2024 17:40,Pune,Normal
9947c051-841,rahul_874@okhdfc,priya_224@ybl,663.96,01-01-2024 15:46,Mumbai,Normal
caa7c5fb-54c,rahul_438@oksbi,sneha_184@okhdfc,263.16,01-01-2024 12:15,Delhi,Normal
68946d7c-8b8,sneha_955@oksbi,rahul_929@paytm,291.94,01-01-2024 16:31,Delhi,Normal
aaf7ff7b-1cf,sneha_843@ybl,arjun_379@oksbi,1224.58,01-01-2024 10:20,Delhi,Normal
8e16bd76-b0e,amit_258@oksbi,arjun_614@ybl,1771.3,01-01-2024 13:18,Mumbai,Normal
045768f1-fc4,priya_928@paytm,shop_b_829@oksbi,358.87,01-01-2024 10:59,Mumbai,Normal
1bc4b822-401,pooja_570@ybl,priya_800@okhdfc,1171.7,01-01-2024 18:49,Pune,Normal
3158214f-56f,sneha_781@ybl,pooja_292@paytm,368.62,01-01-2024 18:24,Bangalore,Normal
4f52bb19-c45,shop_b_342@paytm,arjun_878@ybl,638.15,01-01-2024 19:35,Pune,Normal
023c6f11-6a0,vikram_898@oksbi,sneha_971@paytm,1789.44,01-01-2024 16:30,Delhi,Normal
85c96195-238,rahul_282@oksbi,shop_a_470@oksbi,384.44,01-01-2024 11:53,Bangalore,Normal
27116f41-e0a,shop_b_697@paytm,pooja_282@ybl,1431.04,01-01-2024 15:29,Mumbai,Normal
ea747900-3a9,pooja_847@ybl,pooja_713@paytm,106.28,01-01-2024 13:21,Pune,Normal
3704c32d-9e9,shop_a_359@paytm,sneha_943@okhdfc,1168.86,01-01-2024 17:10,Pune,Normal
646063ac-a7a,amit_534@okhdfc,arjun_177@okhdfc,95.76,01-01-2024 15:01,Delhi,Normal
bfd8f724-b44,amit_542@oksbi,shop_b_181@paytm,1648.6,01-01-2024 10:40,Pune,Normal
48e7ec1c-539,arjun_468@okhdfc,rahul_670@paytm,120.76,01-01-2024 17:49,Bangalore,Normal
cca6ba1b-021,arjun_885@ybl,shop_a_192@ybl,1688.43,01-01-2024 19:55,Mumbai,Normal
64612991-a05,arjun_709@ybl,rahul_926@ybl,1831.52,01-01-2024 12:52,Mumbai,Normal
6f51b57e-ea9,vikram_170@okhdfc,rahul_274@ybl,164.77,01-01-2024 11:22,Mumbai,Normal
c57aaf9c-793,amit_999@oksbi,shop_b_629@okhdfc,226.96,01-01-2024 15:14,Bangalore,Normal
8bb2f7b1-cca,rahul_336@oksbi,shop_a_841@ybl,170.03,01-01-2024 11:21,Pune,Normal
b00c87e1-0da,shop_a_627@paytm,arjun_285@oksbi,765.77,01-01-2024 10:15,Mumbai,Normal
b1731b0d-164,rahul_461@paytm,amit_603@paytm,821.95,01-01-2024 16:06,Bangalore,Normal
d7d75752-17a,sneha_703@oksbi,shop_a_904@ybl,307.41,01-01-2024 10:41,Bangalore,Normal
a4b963a9-2a1,shop_a_327@oksbi,vikram_731@oksbi,303.31,01-01-2024 19:35,Delhi,Normal
065f9b02-74b,rahul_929@okhdfc,vikram_744@ybl,1836.97,01-01-2024 18:37,Bangalore,Normal
1553c811-c91,shop_a_479@paytm,shop_b_777@paytm,1011.01,01-01-2024 12:39,Delhi,Normal
45d94a12-ba8,shop_b_229@oksbi,amit_522@okhdfc,1928,01-01-2024 14:00,Bangalore,Normal
22f6431c-981,vikram_838@paytm,amit_578@oksbi,1339.88,01-01-2024 17:19,Pune,Normal
92a0c7e7-58d,shop_b_120@oksbi,amit_667@paytm,1114.47,01-01-2024 14:23,Pune,Normal
8ae3cc2f-ac6,shop_a_472@ybl,sneha_734@ybl,135.77,01-01-2024 19:50,Delhi,Normal
0e918c42-750,rahul_632@paytm,rahul_793@paytm,1987.17,01-01-2024 19:55,Delhi,Normal
09b72c23-8dd,sneha_228@okhdfc,shop_b_818@okhdfc,1254.27,01-01-2024 10:17,Mumbai,Normal
17ff61f9-980,shop_b_715@okhdfc,rahul_329@ybl,218.98,01-01-2024 11:25,Pune,Normal
355e1d1a-07e,sneha_130@okhdfc,vikram_773@oksbi,1721.42,01-01-2024 12:03,Pune,Normal
c687a28f-45d,vikram_807@ybl,vikram_992@oksbi,1794.82,01-01-2024 18:32,Delhi,Normal
8977be24-12f,arjun_868@oksbi,arjun_455@paytm,1258.89,01-01-2024 17:13,Mumbai,Normal
c8ca50a4-7ee,amit_348@ybl,sneha_420@oksbi,1186.7,01-01-2024 16:10,Pune,Normal
dfbac3ca-6cb,rahul_490@oksbi,sneha_789@ybl,1762.89,01-01-2024 19:57,Mumbai,Normal
1350a955-17d,rahul_610@ybl,shop_a_722@ybl,1028.15,01-01-2024 13:16,Pune,Normal
e78e70d1-4b5,sneha_586@paytm,rahul_536@okhdfc,157.55,01-01-2024 14:18,Delhi,Normal
ed37a543-f0e,shop_b_297@oksbi,vikram_212@okhdfc,1614.1,01-01-2024 15:24,Pune,Normal
634ba97c-178,vikram_768@ybl,priya_229@okhdfc,1637.8,01-01-2024 10:29,Bangalore,Normal
d2be68a9-a3f,shop_a_450@paytm,pooja_267@paytm,1166.33,01-01-2024 11:03,Mumbai,Normal
28f14f7e-a55,priya_419@paytm,arjun_508@paytm,1718.31,01-01-2024 14:13,Delhi,Normal
04ced564-f2b,sneha_467@oksbi,amit_506@okhdfc,1683.36,01-01-2024 14:44,Mumbai,Normal
192d6c29-6f1,amit_367@oksbi,sneha_674@oksbi,867.29,01-01-2024 17:12,Delhi,Normal
ac31fc2b-08e,shop_a_201@ybl,shop_a_822@ybl,1398.99,01-01-2024 13:47,Pune,Normal
8abdd160-7f3,shop_b_594@okhdfc,arjun_525@ybl,451.97,01-01-2024 10:45,Bangalore,Normal
7f63b4bf-eba,pooja_611@paytm,pooja_684@okhdfc,1068.43,01-01-2024 15:06,Mumbai,Normal
c4df6832-580,amit_707@okhdfc,arjun_466@paytm,928.24,01-01-2024 10:25,Pune,Normal
545167ff-558,rahul_294@oksbi,priya_132@ybl,1343.91,01-01-2024 12:14,Delhi,Normal
6db76d7d-e14,priya_309@okhdfc,amit_870@okhdfc,88.13,01-01-2024 16:57,Bangalore,Normal
48b5ac0e-4f9,arjun_980@okhdfc,sneha_580@ybl,429.97,01-01-2024 18:49,Delhi,Normal
70b6e278-5d6,vikram_711@oksbi,arjun_451@paytm,1662.14,01-01-2024 19:47,Pune,Normal
7b970746-4dc,shop_b_567@oksbi,pooja_309@paytm,1322.15,01-01-2024 16:57,Mumbai,Normal
8a090b23-029,rahul_889@oksbi,shop_a_226@paytm,1399.34,01-01-2024 17:55,Bangalore,Normal
f9eab036-a64,vikram_216@oksbi,sneha_517@oksbi,1043.94,01-01-2024 19:29,Mumbai,Normal
0c8662ca-23b,vikram_842@oksbi,shop_b_743@paytm,542.48,01-01-2024 19:42,Bangalore,Normal
b17978d3-efa,pooja_861@paytm,priya_407@okhdfc,1973.02,01-01-2024 13:46,Bangalore,Normal
2d6ba2ab-74f,pooja_580@paytm,amit_570@ybl,1658.57,01-01-2024 10:10,Pune,Normal
c1b5780e-b00,amit_935@okhdfc,arjun_716@ybl,1100.03,01-01-2024 12:53,Bangalore,Normal
b2c861a8-4c9,sneha_488@okhdfc,rahul_545@oksbi,710.68,01-01-2024 14:06,Mumbai,Normal
54821d9f-fdc,pooja_771@paytm,amit_197@paytm,1570.83,01-01-2024 11:11,Bangalore,Normal
d748f10b-c06,priya_146@paytm,vikram_107@paytm,983.48,01-01-2024 16:56,Mumbai,Normal
f820ff40-dc5,priya_449@ybl,arjun_841@okhdfc,471.84,01-01-2024 16:16,Delhi,Normal
c7154336-7f4,pooja_990@oksbi,priya_448@paytm,1487.99,01-01-2024 18:32,Mumbai,Normal
FRAUD_WEB_7435,priya_442@oksbi,SCAMMER_MULE@ybl,500,01-01-2024 12:00,Mumbai,Scam_Mule
a5d6de76-480,priya_608@oksbi,shop_b_322@paytm,1574.36,01-01-2024 12:33,Pune,Normal
9f7fbd7b-12c,amit_951@okhdfc,vikram_237@oksbi,1365.22,01-01-2024 17:34,Bangalore,Normal
659692c8-54c,amit_282@ybl,amit_780@okhdfc,854.38,01-01-2024 17:49,Delhi,Normal
6331ba38-b4b,sneha_837@ybl,shop_a_788@okhdfc,1308.41,01-01-2024 12:32,Mumbai,Normal
0d1de739-0bd,shop_b_402@paytm,pooja_523@paytm,29.37,01-01-2024 13:41,Pune,Normal
de9cdaa7-cbe,priya_818@okhdfc,priya_643@paytm,316.4,01-01-2024 10:55,Pune,Normal
